N,P,K,ph,temperature,humidity,rainfall,crop
91,47,62,6.91,16.77,51.03,78.53,Wheat
160,94,90,6.81,26.53,70.44,275.28,Sugarcane
94,66,57,6.77,18.01,52.38,61.0,Wheat
91,45,49,6.09,24.13,66.48,103.92,Groundnut
65,60,37,6.69,25.96,64.6,104.02,Groundnut
69,49,36,6.35,16.54,56.23,86.9,Barley
159,76,83,7.02,30.99,82.91,264.57,Sugarcane
129,48,39,6.68,23.9,83.88,196.6,Rice
123,52,60,5.96,22.69,86.83,212.32,Rice
62,56,55,6.44,23.69,58.08,113.78,Groundnut
66,55,54,7.4,16.97,60.26,86.2,Barley
151,77,93,7.41,28.85,72.02,269.65,Sugarcane
91,53,72,6.89,23.39,66.34,141.92,Maize
90,53,51,6.56,16.76,64.8,133.44,Wheat
62,59,44,7.01,12.26,46.16,54.22,Barley
173,67,91,7.27,28.4,81.4,244.23,Sugarcane
74,38,51,6.99,16.43,52.72,59.97,Barley
141,79,100,6.99,29.35,80.75,247.02,Sugarcane
84,60,43,6.58,18.58,53.15,124.56,Wheat
56,50,47,6.6,30.34,59.15,60.81,Groundnut
110,55,66,6.56,27.28,83.17,212.16,Rice
104,60,51,6.66,27.77,63.85,170.69,Maize
70,36,49,6.93,21.03,52.92,92.03,Barley
98,57,62,6.53,30.06,73.03,155.91,Maize
121,76,75,6.52,33.17,66.86,105.29,Cotton
160,87,91,7.07,29.57,80.38,235.59,Sugarcane
119,68,78,5.97,27.32,73.11,223.85,Rice
64,52,45,6.55,17.45,55.82,74.14,Barley
165,87,95,7.51,32.49,83.74,239.18,Sugarcane
138,72,90,7.35,34.58,71.81,296.76,Sugarcane
86,36,48,6.47,29.37,64.02,114.48,Groundnut
106,44,51,6.5,26.7,63.61,116.55,Maize
60,24,45,6.61,13.84,50.47,69.89,Barley
108,51,43,6.38,27.24,67.99,167.18,Maize
129,81,75,7.12,27.75,62.0,89.89,Cotton
80,44,33,7.21,11.31,53.68,56.44,Wheat
128,64,64,6.81,27.06,50.21,111.96,Cotton
74,42,60,6.23,25.92,61.07,104.68,Groundnut
82,61,48,6.46,29.86,73.9,105.99,Maize
119,77,73,6.53,28.11,85.6,232.27,Rice
77,50,44,6.89,21.23,44.2,57.3,Barley
87,42,47,7.22,23.06,44.9,101.82,Wheat
59,54,49,6.6,27.12,68.08,68.29,Groundnut
111,53,64,6.4,24.05,67.1,138.47,Maize
101,41,55,6.51,18.32,58.54,66.81,Wheat
61,64,37,6.92,16.06,51.71,76.75,Barley
161,86,88,6.65,23.85,75.81,236.69,Sugarcane
120,60,67,6.25,28.29,82.69,211.31,Rice
64,39,37,5.97,14.77,53.93,94.46,Barley
65,51,45,6.9,14.66,51.76,96.18,Barley
64,46,44,7.03,16.18,53.58,40.63,Barley
135,65,52,5.92,27.02,83.93,229.92,Rice
170,89,115,7.23,27.63,72.61,246.85,Sugarcane
124,46,58,6.16,30.48,90.36,178.51,Rice
160,75,89,6.78,33.15,71.1,273.99,Sugarcane
72,45,31,6.88,11.98,43.84,63.66,Barley
76,41,42,6.88,16.17,46.82,83.23,Barley
96,49,52,6.82,23.03,59.66,150.79,Maize
69,39,44,5.9,23.36,55.61,102.11,Groundnut
157,71,93,7.37,28.18,77.68,238.03,Sugarcane
147,82,92,6.89,31.07,67.1,231.46,Sugarcane
115,52,58,6.55,27.97,86.53,256.27,Rice
75,43,44,6.81,14.67,46.11,76.15,Barley
132,73,68,7.28,37.8,48.53,126.3,Cotton
80,40,53,6.61,13.29,59.86,107.9,Wheat
151,82,89,7.09,29.8,78.57,228.04,Sugarcane
54,34,34,6.57,16.74,46.56,41.27,Barley
87,52,54,6.61,15.7,51.95,51.97,Wheat
178,81,83,6.97,31.28,73.11,238.29,Sugarcane
96,40,31,6.51,17.27,67.9,90.87,Wheat
62,31,27,7.3,16.61,48.21,85.96,Barley
161,86,94,7.11,31.15,72.04,249.04,Sugarcane
138,62,75,6.95,26.58,60.43,83.88,Cotton
100,46,64,7.01,25.32,65.55,109.82,Maize
78,46,53,6.51,24.65,64.11,86.81,Groundnut
128,70,63,6.96,25.68,78.78,184.43,Rice
83,55,51,6.59,16.94,54.65,48.7,Wheat
90,39,41,7.1,19.8,61.93,66.35,Wheat
69,46,59,6.8,15.59,54.18,45.38,Barley
176,65,71,7.07,28.86,73.96,245.09,Sugarcane
99,49,63,6.63,12.25,44.09,56.38,Wheat
129,69,87,6.8,28.39,60.11,113.91,Cotton
111,46,61,6.48,32.47,78.65,243.09,Rice
107,71,59,6.74,29.03,87.28,231.4,Rice
150,81,88,7.45,34.26,78.94,270.94,Sugarcane
142,69,75,6.93,31.25,55.85,86.92,Cotton
107,57,62,6.65,23.74,65.38,142.5,Maize
142,67,66,6.74,33.37,54.36,90.32,Cotton
122,69,65,6.35,32.06,73.18,261.04,Rice
148,78,53,7.13,36.94,67.71,81.84,Cotton
66,53,56,5.79,15.4,39.5,93.23,Barley
170,93,79,7.86,26.05,72.69,251.48,Sugarcane
120,66,55,6.51,28.93,75.55,260.31,Rice
173,61,92,7.18,26.66,73.63,257.51,Sugarcane
100,54,41,6.65,23.09,72.18,110.88,Maize
165,74,101,7.19,36.29,80.9,266.74,Sugarcane
168,74,92,7.73,28.55,78.63,228.1,Sugarcane
118,69,78,7.12,33.4,64.93,91.51,Cotton
79,44,48,6.66,18.45,49.55,89.45,Barley
149,73,94,7.34,34.08,77.36,256.99,Sugarcane
62,38,48,6.13,16.93,51.92,107.48,Barley
67,44,43,6.17,29.21,58.21,98.02,Groundnut
91,35,34,6.83,18.52,61.31,87.99,Wheat
96,69,55,6.19,30.43,57.52,70.1,Maize
85,49,48,7.24,14.63,51.89,41.68,Wheat
118,59,52,6.27,25.35,84.14,254.23,Rice
70,35,51,6.35,23.55,54.8,82.01,Groundnut
114,39,58,6.3,29.17,84.23,213.59,Rice
80,46,50,6.26,33.82,56.24,92.31,Groundnut
55,44,57,6.29,26.98,58.52,111.24,Groundnut
97,41,44,7.03,15.42,49.59,56.43,Wheat
145,74,53,7.32,36.94,67.77,123.36,Cotton
62,46,48,6.43,20.56,51.12,72.83,Barley
126,59,50,6.72,26.23,80.32,216.44,Rice
52,40,31,6.44,9.58,61.69,69.47,Barley
66,41,49,6.06,23.78,65.66,113.43,Groundnut
119,65,51,6.51,28.5,87.46,225.78,Rice
108,61,52,6.26,28.23,68.19,144.35,Maize
100,48,50,6.38,30.33,64.64,113.56,Maize
61,36,51,6.56,21.39,47.56,76.17,Barley
98,54,42,6.87,25.56,59.97,154.79,Maize
107,50,47,7.03,17.53,64.34,79.92,Wheat
164,90,91,6.88,27.98,77.88,261.39,Sugarcane
135,75,65,6.6,31.56,48.09,111.61,Cotton
138,68,82,7.02,32.69,62.0,90.49,Cotton
122,55,49,6.66,29.95,84.5,256.93,Rice
79,60,58,6.44,27.63,70.19,90.51,Groundnut
61,39,61,6.8,15.37,53.28,90.57,Barley
89,44,57,7.39,18.56,55.42,96.99,Wheat
135,60,73,5.99,22.89,84.72,227.68,Rice
118,65,56,6.65,20.83,79.9,239.59,Rice
63,54,64,6.17,29.22,62.92,90.45,Groundnut
92,40,52,6.88,19.75,54.36,64.77,Wheat
115,55,62,5.95,31.84,81.67,234.44,Rice
167,91,88,6.84,35.92,75.6,215.91,Sugarcane
122,52,73,6.21,27.88,87.78,208.17,Rice
153,86,74,7.33,31.57,72.35,250.48,Sugarcane
124,70,65,6.69,32.02,63.55,123.35,Maize
64,47,49,6.73,28.81,52.69,103.19,Groundnut
62,50,46,6.6,34.16,64.55,119.02,Groundnut
98,69,51,6.47,28.97,63.0,125.07,Maize
128,83,61,7.62,29.36,59.76,98.66,Cotton
93,56,48,7.6,16.19,63.72,78.77,Wheat
157,91,89,7.14,30.84,85.47,225.21,Sugarcane
81,60,47,6.68,24.33,57.61,98.51,Wheat
92,45,54,6.96,21.47,59.83,89.83,Wheat
93,51,58,6.35,27.64,65.48,138.32,Maize
94,40,56,6.66,21.28,58.83,145.05,Maize
90,46,50,6.56,30.08,70.53,107.69,Maize
68,49,47,6.76,16.42,57.47,86.88,Barley
68,44,49,6.55,12.7,52.03,75.36,Barley
76,55,51,6.35,30.4,64.07,88.22,Groundnut
124,45,68,6.48,32.15,87.22,242.03,Rice
107,58,55,5.52,34.16,90.44,212.47,Rice
128,50,64,6.59,22.27,85.46,210.63,Rice
104,49,48,6.92,32.63,69.69,118.16,Maize
120,64,74,6.26,28.97,75.98,172.16,Rice
85,61,54,7.05,21.68,57.63,98.57,Wheat
71,48,38,6.16,25.23,60.11,85.33,Groundnut
123,72,65,6.65,34.67,43.94,101.4,Cotton
76,54,51,6.68,21.35,62.22,99.11,Groundnut
125,65,68,7.33,35.39,58.03,134.54,Cotton
96,59,52,7.16,27.7,65.12,156.4,Maize
81,45,38,6.81,15.68,58.93,92.8,Wheat
122,65,73,7.17,35.83,59.04,119.26,Cotton
156,86,95,7.06,30.61,78.71,260.83,Sugarcane
156,88,90,6.5,25.79,77.12,270.21,Sugarcane
124,61,58,6.64,31.7,77.37,208.06,Rice
131,79,60,6.8,33.01,52.09,137.65,Cotton
88,56,37,6.54,13.09,53.7,104.23,Wheat
81,45,52,6.67,18.77,46.14,69.16,Barley
55,67,53,5.83,28.83,54.48,118.58,Groundnut
170,75,88,7.64,28.99,81.08,257.75,Sugarcane
76,57,45,6.76,13.99,54.94,73.43,Wheat
64,45,56,7.11,15.72,46.85,87.15,Barley
74,36,31,6.42,17.58,47.72,45.23,Barley
123,71,71,6.39,28.42,90.55,189.98,Rice
88,55,59,6.63,27.11,67.99,143.61,Maize
90,74,65,6.56,30.75,71.06,141.64,Maize
114,64,59,6.4,28.23,55.36,94.78,Cotton
74,55,44,6.58,19.3,52.7,89.08,Barley
100,51,54,6.91,17.64,50.7,78.36,Wheat
152,93,90,6.75,31.22,82.2,271.22,Sugarcane
136,84,55,7.17,31.72,55.25,107.99,Cotton
74,57,50,7.11,16.7,48.34,55.65,Wheat
61,35,38,7.07,19.0,54.1,59.22,Barley
79,49,73,7.35,18.16,55.8,60.41,Wheat
164,73,91,7.11,28.95,76.17,231.43,Sugarcane
113,63,63,6.48,26.35,81.64,219.49,Rice
91,57,54,7.08,28.75,66.42,134.66,Maize
142,64,72,6.69,35.29,63.14,82.02,Cotton
93,54,32,7.43,16.27,50.33,74.9,Wheat
97,50,41,6.53,26.86,61.64,161.76,Maize
85,52,55,7.39,13.02,59.13,94.86,Wheat
83,66,47,6.75,26.07,66.35,128.2,Maize
125,71,69,7.1,34.31,64.23,83.12,Cotton
129,80,68,6.87,29.55,65.48,128.05,Cotton
82,54,42,6.74,18.97,50.02,53.77,Wheat
89,50,54,6.31,30.06,54.69,131.44,Groundnut
99,44,46,6.72,26.35,61.12,142.39,Maize
130,63,53,7.05,28.58,84.26,239.28,Rice
74,54,56,6.19,27.0,47.74,86.6,Groundnut
64,38,51,6.8,14.11,44.99,48.05,Barley
169,91,68,7.8,29.69,86.78,284.63,Sugarcane
75,32,49,6.27,24.26,63.8,118.88,Groundnut
130,76,78,6.44,30.92,64.81,141.92,Cotton
77,49,58,6.32,27.82,57.53,103.14,Groundnut
115,58,66,7.0,34.64,52.15,123.05,Cotton
80,38,47,5.97,19.18,60.44,111.54,Groundnut
84,46,45,7.06,17.08,46.03,79.03,Wheat
136,56,67,7.01,31.13,58.56,117.5,Cotton
135,71,70,6.78,32.82,57.37,124.07,Cotton
152,83,101,7.46,28.7,81.27,273.44,Sugarcane
98,47,50,6.92,12.73,57.85,50.85,Wheat
164,81,96,7.29,30.74,61.98,273.46,Sugarcane
122,67,64,6.46,23.89,50.87,131.98,Cotton
85,42,44,6.8,15.84,55.35,72.39,Wheat
118,60,58,6.69,34.63,82.21,192.6,Rice
167,77,81,7.72,30.15,78.07,265.28,Sugarcane
78,30,38,5.82,24.34,56.07,61.51,Wheat
68,55,37,6.59,13.6,51.6,48.49,Barley
101,55,54,6.3,22.27,63.32,132.16,Maize
102,49,50,6.9,27.56,61.72,94.02,Wheat
128,42,61,6.63,23.56,90.72,226.77,Rice
128,63,63,6.27,29.35,83.69,231.12,Rice
66,30,56,6.49,23.8,54.33,127.02,Groundnut
78,51,45,6.57,29.34,62.9,134.97,Groundnut
167,70,93,7.16,33.61,75.15,248.05,Sugarcane
106,54,66,6.69,29.54,88.63,230.32,Rice
96,53,54,6.64,27.93,58.07,134.36,Maize
176,66,87,6.97,29.97,68.87,238.39,Sugarcane
117,59,63,6.49,22.01,79.39,238.59,Rice
88,53,46,7.0,26.65,69.86,134.03,Maize
91,47,50,6.59,21.33,62.12,77.33,Wheat
123,51,64,6.37,28.64,80.12,223.21,Rice
162,74,81,7.03,24.09,56.08,96.29,Cotton
69,46,49,6.33,18.91,50.2,97.83,Barley
91,47,32,6.5,29.09,57.6,115.77,Groundnut
166,71,84,7.14,31.23,77.65,231.1,Sugarcane
159,71,89,6.95,26.63,78.77,218.5,Sugarcane
165,78,86,7.09,28.33,71.5,248.42,Sugarcane
75,53,56,6.86,21.45,54.57,78.91,Wheat
73,46,63,6.36,24.88,60.11,128.55,Groundnut
131,77,67,6.54,26.18,55.55,118.45,Cotton
90,45,48,6.95,17.09,49.39,78.94,Wheat
161,81,105,7.37,28.48,77.47,213.46,Sugarcane
93,68,48,6.54,22.25,65.52,118.66,Maize
120,74,64,6.78,32.07,68.21,123.14,Cotton
129,65,73,6.96,29.99,60.21,94.95,Cotton
55,54,50,6.01,24.51,59.38,98.65,Groundnut
105,45,58,6.58,27.54,72.95,136.48,Maize
102,51,74,6.47,26.76,65.88,137.4,Maize
64,50,42,6.91,15.77,54.33,93.01,Barley
49,46,53,6.16,31.68,63.15,81.54,Groundnut
74,64,53,6.35,27.57,60.52,104.07,Groundnut
94,61,53,6.73,17.98,54.88,69.61,Wheat
96,62,65,7.23,31.07,59.02,131.83,Maize
119,69,73,7.2,29.73,57.21,96.1,Cotton
125,67,60,7.13,25.85,56.51,109.08,Cotton
84,64,42,6.73,14.35,48.26,110.95,Wheat
126,78,79,6.34,34.0,49.08,119.18,Cotton
99,50,51,7.11,16.57,48.13,81.4,Wheat
53,60,55,6.45,29.97,58.68,112.05,Groundnut
149,61,69,6.68,31.95,50.35,139.96,Cotton
136,72,48,6.89,31.28,56.91,125.08,Cotton
97,51,53,6.47,24.43,63.94,122.93,Maize
168,82,86,7.4,29.41,75.45,264.35,Sugarcane
71,41,43,6.99,29.53,61.85,110.28,Groundnut
99,64,43,6.68,15.52,55.94,69.23,Wheat
65,46,47,7.09,16.47,56.94,34.99,Barley
65,52,40,6.66,11.89,53.88,91.39,Barley
78,54,47,6.85,17.16,54.97,71.01,Wheat
74,35,52,6.2,27.87,68.08,114.1,Groundnut
67,40,45,6.78,12.28,50.73,97.78,Barley
163,88,96,7.32,34.1,75.14,251.16,Sugarcane
146,64,69,6.58,29.83,54.56,114.9,Cotton
109,54,44,6.05,25.94,52.9,129.64,Maize
140,75,76,7.08,29.72,56.3,119.04,Cotton
136,78,56,6.97,32.89,61.33,110.92,Cotton
70,39,41,6.32,16.92,49.11,76.25,Barley
128,49,62,5.81,28.14,94.49,201.04,Rice
133,65,90,6.81,30.72,65.6,109.42,Cotton
61,46,49,6.78,16.61,52.35,60.01,Barley
77,55,68,7.12,22.24,56.09,99.36,Wheat
126,93,66,7.16,31.29,64.68,99.12,Cotton
152,72,66,7.14,29.64,49.49,117.1,Cotton
83,58,46,6.89,16.05,59.69,66.88,Wheat
134,71,65,7.21,34.39,51.13,105.4,Cotton
131,66,64,6.72,31.51,91.91,232.97,Rice
109,62,46,6.72,27.95,59.43,150.81,Maize
66,61,50,6.25,31.25,57.59,99.94,Groundnut
128,74,67,7.04,32.2,57.84,113.8,Cotton
91,51,43,6.36,20.89,55.21,98.14,Wheat
101,64,58,6.25,28.44,63.32,154.29,Maize
68,62,55,6.22,26.46,59.72,83.08,Groundnut
127,65,62,7.34,32.19,59.63,114.95,Cotton
72,44,38,6.45,12.47,49.46,90.68,Barley
84,45,56,6.6,20.75,61.11,46.63,Wheat
124,74,65,6.9,37.44,68.93,101.85,Cotton
60,51,50,6.75,14.2,48.05,67.35,Barley
96,40,61,6.13,25.8,65.77,140.4,Maize
84,70,35,6.36,26.32,61.12,144.24,Maize
114,56,61,5.97,23.78,81.41,215.73,Rice
89,40,47,6.22,29.75,65.64,102.16,Groundnut
113,67,61,6.26,24.09,80.53,187.17,Rice
103,52,54,6.57,21.08,66.59,64.17,Wheat
118,63,65,6.62,25.04,83.58,243.9,Rice
86,59,54,6.39,22.14,63.5,131.71,Maize
112,64,59,6.59,27.53,65.31,138.78,Maize
90,44,42,7.01,20.54,58.02,110.31,Wheat
113,56,44,6.26,20.73,77.08,235.21,Rice
96,53,56,6.19,13.34,60.02,49.89,Wheat
103,45,53,6.86,21.38,60.8,83.86,Wheat
106,56,55,7.07,20.49,59.81,118.38,Maize
131,60,67,6.95,32.32,54.88,135.82,Cotton
125,68,66,6.54,27.79,76.7,228.59,Rice
133,75,74,7.55,32.38,60.13,106.37,Cotton
122,60,63,6.89,28.26,60.45,107.42,Cotton
96,71,53,6.73,28.16,59.1,103.09,Maize
124,66,74,6.66,31.26,64.49,114.94,Cotton
161,64,110,7.11,26.35,75.65,279.9,Sugarcane
65,55,46,6.32,26.02,61.3,94.98,Groundnut
137,63,68,7.5,32.48,61.98,97.82,Cotton
79,49,49,6.1,28.67,55.82,108.29,Groundnut
75,59,53,6.85,26.65,68.68,163.8,Maize
151,68,80,7.09,31.05,80.29,279.52,Sugarcane
56,45,53,6.37,14.52,43.1,86.7,Barley
107,55,66,6.9,24.99,66.24,151.54,Maize
137,69,80,7.16,31.81,60.22,73.16,Cotton
142,69,53,7.51,30.04,60.98,124.55,Cotton
56,55,46,6.62,28.38,59.01,121.96,Groundnut
170,89,92,7.19,26.4,76.0,227.56,Sugarcane
95,55,65,6.56,27.58,63.51,138.43,Maize
76,44,67,6.13,23.85,57.72,152.54,Groundnut
121,70,62,6.22,29.37,82.7,206.11,Rice
80,36,65,6.25,31.57,71.85,171.34,Maize
94,41,48,7.04,18.56,35.91,76.68,Barley
82,47,46,6.27,23.53,51.66,91.33,Groundnut
112,48,41,6.54,31.57,67.65,204.31,Maize
76,49,60,7.1,18.7,60.56,58.81,Wheat
116,63,65,6.15,28.2,74.9,248.84,Rice
150,83,81,6.99,29.14,82.78,273.86,Sugarcane
130,67,75,6.57,29.32,52.74,134.7,Cotton
130,54,57,6.63,26.42,84.97,227.98,Rice
134,75,60,6.7,32.02,81.29,210.29,Rice
115,38,53,6.64,28.34,66.6,175.23,Maize
108,48,51,6.78,15.53,63.12,69.45,Wheat
82,54,55,7.51,21.38,56.22,67.59,Wheat
99,54,42,6.88,21.15,50.85,88.85,Wheat
102,68,45,6.67,26.9,88.51,193.35,Rice
135,83,81,7.09,31.91,58.92,91.91,Cotton
79,52,54,6.76,32.32,66.91,182.84,Maize
89,60,56,5.86,27.99,75.64,87.99,Maize
98,67,60,6.29,23.13,62.36,125.23,Maize
63,42,50,6.75,29.33,53.83,94.9,Groundnut
154,83,81,6.94,29.64,78.7,241.45,Sugarcane
118,64,58,6.96,34.65,58.61,96.74,Cotton
108,59,57,5.88,25.93,84.08,217.7,Rice
87,50,60,6.99,20.1,58.62,76.92,Wheat
101,51,44,6.59,25.36,66.53,122.11,Maize
114,36,57,6.32,29.35,61.29,118.92,Maize
79,64,27,7.23,19.46,55.59,76.49,Wheat
79,52,46,6.07,15.59,46.73,78.11,Barley
84,42,53,7.07,20.82,58.78,77.33,Wheat
64,37,36,6.17,30.56,61.56,125.99,Groundnut
61,48,38,6.5,21.17,53.5,85.2,Barley
134,67,62,6.93,29.12,86.95,218.94,Rice
117,61,52,6.43,28.45,77.48,239.91,Rice
150,92,75,7.25,31.02,69.38,236.64,Sugarcane
167,74,94,6.8,29.93,81.61,252.3,Sugarcane
66,37,53,6.43,21.19,49.2,52.43,Barley
170,78,96,6.68,27.93,79.3,267.47,Sugarcane
170,78,86,7.39,27.68,75.78,229.03,Sugarcane
85,59,55,6.53,27.01,63.25,141.4,Maize
127,67,56,6.55,30.79,44.53,122.81,Cotton
152,71,98,7.1,29.82,70.54,281.49,Sugarcane
75,61,63,6.35,23.08,51.03,116.53,Groundnut
111,77,50,6.49,29.9,87.07,216.29,Rice
81,60,50,6.97,22.54,43.21,105.58,Wheat
118,64,71,6.71,23.77,87.22,237.01,Rice
74,48,58,6.33,29.12,62.55,85.48,Groundnut
100,65,49,6.52,22.36,69.5,137.59,Maize
59,62,56,7.4,21.71,62.89,97.57,Wheat
90,55,42,6.41,20.02,47.41,105.7,Wheat
46,62,42,6.68,15.07,50.7,76.8,Barley
114,66,55,6.82,27.62,88.36,234.92,Rice
63,60,35,6.72,30.22,62.7,59.91,Groundnut
151,86,82,6.8,31.56,78.61,245.5,Sugarcane
145,62,68,6.63,35.83,57.49,133.1,Cotton
162,76,103,6.91,29.49,65.37,243.9,Sugarcane
160,85,79,6.87,31.59,75.81,235.61,Sugarcane
107,65,65,6.52,25.02,86.25,196.34,Rice
66,58,60,6.45,26.32,50.85,82.65,Barley
147,76,99,7.06,23.94,72.45,265.89,Sugarcane
103,56,37,6.63,26.51,62.96,137.26,Maize
83,70,64,7.25,17.01,67.13,87.37,Wheat
126,60,59,6.01,28.7,81.22,176.2,Rice
106,46,68,7.13,32.15,87.82,231.9,Rice
69,38,46,5.85,27.25,58.48,86.3,Groundnut
124,47,66,6.23,28.04,84.54,194.57,Rice
71,59,48,6.48,24.39,62.66,94.55,Groundnut
72,43,47,6.21,28.68,55.27,88.32,Groundnut
95,47,61,6.45,26.6,65.82,141.09,Maize
69,35,62,6.65,28.12,57.9,100.2,Groundnut
70,54,35,6.97,14.79,53.59,58.66,Barley
66,62,47,6.49,12.94,47.69,74.72,Barley
143,63,49,7.22,28.25,61.8,118.43,Cotton
108,55,42,6.28,18.53,54.99,49.6,Wheat
123,61,72,6.47,26.79,85.01,222.35,Rice
76,71,47,6.55,25.52,69.49,142.3,Maize
157,69,86,6.9,30.26,72.21,249.22,Sugarcane
74,51,45,6.99,15.34,51.14,39.58,Wheat
68,55,50,6.4,26.19,59.04,103.42,Groundnut
88,44,47,6.6,27.56,68.02,110.23,Maize
70,44,38,6.64,18.7,51.97,79.31,Barley
116,51,49,6.75,26.6,86.73,219.06,Rice
177,81,103,6.98,31.85,75.29,279.81,Sugarcane
88,52,38,6.68,26.94,60.05,139.68,Maize
59,31,58,6.7,13.26,44.73,45.85,Barley
77,49,37,6.74,14.25,56.03,66.41,Wheat
85,45,52,6.54,18.84,51.34,68.87,Wheat
132,72,75,6.81,29.17,62.37,107.35,Cotton
101,62,62,6.18,26.82,56.66,142.66,Maize
114,55,43,6.41,26.77,61.77,119.71,Maize
150,83,90,7.11,35.22,66.64,296.36,Sugarcane
75,57,51,6.35,25.46,58.39,97.84,Groundnut
70,43,48,6.63,11.65,44.22,23.3,Barley
127,62,66,6.93,26.64,63.13,111.72,Cotton
157,85,98,6.66,27.14,66.62,232.54,Sugarcane
72,46,53,6.55,19.76,53.65,103.2,Wheat
125,56,51,6.53,29.06,64.75,153.69,Maize
165,78,86,7.51,32.23,74.71,284.9,Sugarcane
65,57,33,7.37,20.56,51.99,82.36,Barley
164,80,85,7.37,26.36,76.58,241.29,Sugarcane
167,101,85,7.05,31.19,82.46,247.7,Sugarcane
131,72,51,6.16,24.23,83.83,229.33,Rice
67,39,57,6.12,24.43,57.52,96.14,Groundnut
181,73,97,7.31,35.94,78.53,262.03,Sugarcane
69,37,57,6.34,34.28,57.97,144.66,Groundnut
106,42,50,6.38,25.75,58.49,135.65,Maize
99,42,38,6.33,21.24,55.66,162.58,Maize
87,55,41,5.73,21.77,64.35,84.84,Groundnut
99,66,64,6.59,25.11,64.38,157.35,Maize
122,80,51,6.57,32.89,58.0,108.51,Cotton
122,58,72,6.55,30.2,88.31,243.47,Rice
110,68,66,6.69,28.03,77.92,239.56,Rice
79,42,46,5.61,28.27,57.13,92.67,Groundnut
95,52,47,6.53,20.08,50.14,122.67,Wheat
96,48,68,6.44,28.67,67.57,145.28,Maize
114,60,72,6.03,23.6,85.82,221.02,Rice
102,40,56,7.05,15.08,64.92,84.63,Wheat
62,37,30,6.87,17.95,51.71,65.7,Barley
60,38,56,7.41,20.71,56.62,79.57,Wheat
90,45,50,6.52,24.28,63.38,153.9,Maize
78,43,68,6.74,18.14,50.2,111.3,Wheat
110,74,78,6.83,34.66,58.32,108.19,Cotton
167,81,78,6.6,28.32,78.18,249.88,Sugarcane
85,48,63,6.4,24.41,62.26,137.25,Maize
132,74,72,6.85,30.79,65.61,84.09,Cotton
112,54,67,6.6,26.3,52.5,122.43,Maize
103,43,61,7.29,12.15,55.46,72.01,Wheat
76,62,59,6.59,27.71,63.6,91.79,Groundnut
116,57,65,6.5,28.95,87.35,189.29,Rice
148,69,72,6.46,35.96,61.0,132.78,Cotton
111,43,58,6.32,28.41,65.79,148.09,Maize
91,67,65,6.99,28.05,64.85,172.29,Maize
65,38,46,6.97,10.97,62.96,83.41,Wheat
149,89,77,7.58,33.86,70.41,241.67,Sugarcane
163,95,80,7.32,27.57,80.67,251.32,Sugarcane
58,47,55,6.56,24.68,70.71,97.39,Groundnut
127,65,57,6.33,33.1,58.86,102.73,Cotton
95,45,58,6.84,27.61,52.73,117.7,Maize
80,29,38,6.16,24.69,51.95,107.6,Groundnut
139,83,71,6.81,33.49,47.01,114.58,Cotton
128,62,66,7.01,33.0,61.27,108.81,Cotton
136,55,61,6.18,24.04,81.94,219.26,Rice
117,53,80,6.73,26.77,55.19,95.58,Cotton
69,53,44,6.83,18.15,42.63,80.61,Barley
164,79,95,7.34,31.93,67.25,290.66,Sugarcane
123,59,69,6.38,22.68,91.31,201.89,Rice
83,44,51,6.43,23.32,59.21,170.2,Maize
80,57,53,6.91,20.34,52.87,72.42,Wheat
106,35,61,6.94,31.72,86.05,210.17,Rice
147,86,83,6.87,30.5,78.38,269.0,Sugarcane
102,61,54,6.94,28.33,59.75,128.97,Maize
75,47,56,6.17,26.92,64.04,97.96,Groundnut
152,83,99,7.43,30.78,72.05,236.22,Sugarcane
52,48,34,6.34,12.41,50.82,33.73,Barley
69,40,42,7.08,17.36,57.37,75.37,Barley
171,82,85,6.71,31.46,71.15,245.18,Sugarcane
72,48,50,6.52,12.82,45.91,54.99,Barley
64,45,58,7.13,13.75,50.21,46.73,Barley
130,71,66,6.72,30.89,62.83,103.06,Cotton
74,32,48,6.47,19.65,47.37,34.79,Barley
125,60,56,6.37,27.73,83.15,214.82,Rice
126,60,58,7.56,27.94,68.49,93.1,Cotton
57,32,49,6.55,27.64,60.47,48.02,Groundnut
62,51,50,6.9,13.34,49.11,72.54,Barley
81,64,51,5.97,30.75,67.56,98.8,Groundnut
59,37,59,6.34,18.65,48.99,45.7,Barley
136,75,66,7.13,33.56,63.2,143.56,Cotton
104,50,61,6.33,21.31,71.86,117.94,Maize
115,67,63,6.16,24.5,77.7,223.76,Rice
95,66,68,7.04,29.27,67.33,111.35,Maize
137,65,80,6.62,38.4,70.15,108.1,Cotton
153,72,83,7.57,29.54,71.71,235.04,Sugarcane
78,61,57,6.56,27.57,55.47,137.11,Groundnut
147,73,94,7.3,37.06,79.45,298.02,Sugarcane
115,65,78,6.45,28.74,82.7,203.0,Rice
107,63,53,6.34,24.91,89.11,203.26,Rice
62,55,43,6.45,11.97,50.91,59.13,Barley
172,78,93,7.38,28.66,68.47,263.79,Sugarcane
145,59,65,6.65,34.24,66.59,106.53,Cotton
124,61,72,6.75,32.09,61.59,134.84,Cotton
133,63,65,6.86,35.53,64.09,148.59,Cotton
95,56,53,6.55,17.46,59.74,52.34,Wheat
55,45,40,6.5,15.25,53.77,73.54,Barley
