N,P,K,ph,moisture,fertility
47,86,35,6.53,24.01,High
128,55,157,7.9,53.91,Low
87,99,200,5.7,31.31,Medium
44,17,183,5.54,70.1,Medium
88,94,17,8.06,19.76,Low
76,144,195,5.72,77.42,Medium
96,86,132,7.11,73.87,High
43,13,174,7.46,72.13,Medium
106,52,186,7.65,22.11,Low
80,53,105,8.48,33.06,High
12,57,71,7.71,66.29,Medium
67,44,84,7.13,66.55,High
41,111,188,8.08,59.36,Low
40,28,107,8.12,41.36,Medium
91,112,23,8.39,31.81,Low
52,37,178,7.61,77.41,Medium
114,27,147,5.28,19.75,Low
10,81,36,7.34,13.06,Medium
70,58,181,4.8,10.64,Low
23,57,153,5.77,64.25,Medium
15,53,69,4.96,13.97,Low
112,82,202,8.3,47.71,Low
19,84,31,5.86,35.71,High
80,106,155,7.35,20.28,Low
99,126,51,6.79,61.84,High
135,107,16,4.93,13.85,Low
106,94,89,6.75,32.29,Medium
83,94,70,7.14,49.35,High
124,125,137,8.03,38.17,Low
60,64,141,4.78,28.14,Low
65,126,152,5.68,74.82,Medium
50,34,114,7.27,75.17,High
41,134,86,4.64,39.13,Medium
24,87,129,5.31,37.56,Low
71,115,67,5.37,31.52,Medium
37,112,76,7.18,69.9,Medium
73,115,102,5.64,49.75,High
139,29,77,6.9,16.27,Low
136,54,75,8.36,69.73,Medium
45,18,34,7.67,47.44,Medium
123,138,129,5.83,39.09,Low
22,80,20,6.39,33.65,Medium
24,88,137,5.3,16.96,Low
98,91,161,4.56,76.97,Low
31,34,51,5.66,61.89,High
83,62,105,5.98,19.22,High
34,98,111,6.76,45.79,Medium
110,45,130,8.28,48.89,Low
126,98,26,8.29,21.75,Low
50,61,189,4.78,39.91,Medium
97,68,87,6.96,55.2,High
119,102,167,4.67,29.88,Low
129,20,64,7.09,33.21,Medium
106,92,202,4.97,18.54,Low
66,82,192,8.29,38.93,Medium
139,94,62,7.96,50.87,Low
105,76,7,4.59,18.16,Low
130,18,166,7.63,53.03,Low
71,35,49,7.04,37.85,High
77,70,54,6.48,57.47,High
90,116,6,6.91,32.04,Medium
26,72,19,7.21,49.79,Medium
126,59,169,8.04,52.9,Low
59,127,147,7.57,58.34,Low
121,29,192,6.8,62.99,Low
103,135,100,7.8,19.54,Low
94,73,89,8.45,77.57,High
83,106,196,5.7,69.06,Medium
118,122,115,4.97,49.36,Low
27,30,184,7.43,72.33,Medium
51,44,27,8.41,36.77,Medium
110,42,103,4.97,12.4,Low
54,11,41,6.23,60.89,High
91,124,111,4.75,76.03,Medium
26,39,45,7.61,21.33,Low
82,82,61,8.29,55.07,High
23,42,101,6.5,66.94,High
91,142,29,6.14,73.35,Medium
129,32,114,8.13,29.36,Low
129,104,41,5.03,19.01,Low
56,42,44,8.07,27.35,Medium
116,128,89,6.07,50.44,Medium
117,96,50,6.74,74.31,Medium
18,101,192,6.61,50.78,Low
88,10,106,6.96,74.37,High
24,131,102,8.27,63.9,Low
28,19,23,8.3,51.89,Low
99,112,95,7.82,11.53,Low
35,135,141,5.27,33.32,Low
101,47,73,5.83,14.02,Medium
91,51,9,6.45,32.56,High
51,103,158,8.12,14.36,Low
28,18,151,6.58,21.75,Low
26,136,162,8.41,38.75,Low
85,119,52,8.44,46.04,Medium
72,144,116,6.89,25.2,Medium
116,6,148,8.01,61.28,Low
58,39,203,8.5,51.33,Medium
64,14,22,7.9,58.42,Low
108,116,188,7.13,61.29,Low
61,25,153,7.88,60.88,Low
109,19,35,4.83,75.54,Low
126,116,133,7.04,26.61,Low
127,130,135,5.37,28.91,Low
16,89,29,4.96,16.59,Low
55,89,12,8.07,51.48,Medium
55,9,197,7.06,37.66,Medium
109,121,66,5.47,44.73,Low
63,76,139,6.05,21.89,Medium
71,78,11,8.39,55.43,Medium
138,55,140,7.95,53.33,Low
58,28,23,4.56,28.53,Low
34,42,149,8.42,42.58,Low
19,48,143,5.97,72.6,Medium
127,79,115,7.28,64.14,High
101,99,181,7.35,25.89,Low
89,27,15,8.15,71.52,Low
80,128,45,8.04,14.71,Low
87,90,194,5.63,38.97,High
52,47,118,7.07,15.61,High
99,44,184,6.07,74.69,High
87,51,198,6.6,12.85,Medium
35,24,200,6.72,20.59,Low
130,113,96,6.09,74.05,Medium
54,72,79,6.36,50.75,High
72,28,71,5.33,65.66,Medium
77,40,172,6.93,11.15,Medium
11,49,9,7.54,39.34,Low
117,134,120,6.22,78.91,Medium
39,32,154,8.41,50.59,Low
58,27,122,4.73,69.48,Low
53,95,169,6.86,77.45,Medium
22,138,15,6.83,57.95,Low
87,107,48,4.65,32.93,Medium
135,42,185,5.4,31.6,Low
107,98,81,8.12,14.99,Low
35,57,122,6.68,39.94,Medium
57,42,120,6.25,74.08,High
75,47,193,6.16,43.46,High
96,107,71,8.05,73.77,Medium
88,118,17,5.97,67.2,Medium
32,8,96,7.94,78.89,Low
90,9,15,5.74,76.34,Medium
57,72,143,6.63,59.45,High
133,127,89,5.08,70.99,Low
139,84,89,7.8,62.37,Medium
93,15,139,7.44,59.24,Medium
29,124,21,6.62,60.09,Low
55,30,52,4.6,60.47,High
21,40,146,6.43,36.56,Medium
49,126,195,5.4,39.65,Low
75,63,196,6.15,30.58,High
109,100,101,7.93,20.38,Low
87,10,79,7.58,42.09,Medium
25,102,197,5.47,73.0,Low
92,60,166,8.44,55.59,Medium
53,140,141,8.11,13.93,Low
109,98,81,6.61,66.78,Medium
31,31,132,6.62,75.48,Medium
27,124,41,8.11,68.06,Low
21,29,34,7.04,60.93,Medium
132,90,173,6.65,20.51,Low
126,16,177,7.5,34.43,Low
60,91,51,5.44,49.57,Medium
80,113,139,8.01,15.38,Low
57,93,146,6.63,17.44,Low
28,14,52,6.91,75.4,Medium
15,78,138,4.86,59.19,Low
93,81,38,5.74,29.26,High
62,58,105,6.21,32.92,High
116,106,50,6.16,36.91,Medium
110,141,191,7.61,15.25,Low
57,105,74,5.63,61.74,High
78,77,140,5.23,22.38,Low
20,76,28,6.83,66.36,Medium
131,58,71,6.96,69.21,High
78,7,8,4.99,54.69,Low
32,115,5,4.51,63.89,Low
46,100,38,8.17,22.03,Low
18,75,113,4.82,50.32,Medium
24,23,13,8.09,57.38,Low
102,38,67,6.1,56.31,High
26,54,14,7.11,18.21,Low
81,50,142,5.24,34.11,Medium
130,87,182,7.8,32.75,Low
20,55,48,5.22,50.08,Medium
81,58,122,6.05,63.57,High
115,94,180,5.45,49.94,Low
134,85,10,7.85,62.84,Low
44,122,125,7.93,16.93,Low
128,23,156,5.99,71.47,Low
23,31,99,5.73,47.56,High
23,11,115,7.59,12.62,Low
19,73,190,8.01,55.02,Low
47,98,109,7.0,46.21,High
117,117,68,8.21,25.43,Low
128,111,188,6.03,63.51,Low
43,124,144,5.11,75.35,Low
19,140,167,5.22,32.59,Low
131,46,75,7.18,44.57,High
124,17,108,6.13,18.97,Low
10,22,93,5.13,75.09,Low
21,46,10,5.67,32.32,Medium
112,55,197,6.62,23.63,Low
13,117,114,4.99,43.49,Low
107,105,192,4.51,13.03,Low
115,7,116,8.17,27.7,Low
94,83,200,5.72,14.74,Medium
130,102,161,5.39,18.92,Low
91,27,170,7.29,17.85,Low
28,63,154,7.91,71.07,Low
139,117,131,7.03,75.13,Low
21,72,140,5.52,43.22,Medium
90,58,67,7.95,54.13,High
83,61,145,6.54,58.71,High
107,115,159,6.02,37.39,Low
15,64,150,6.92,35.91,Medium
134,77,22,7.3,57.29,Medium
60,59,81,6.88,36.37,High
20,121,194,8.18,50.67,Low
136,67,146,7.01,46.06,Medium
82,59,143,8.01,46.71,Medium
11,29,107,6.85,68.06,Medium
17,30,121,5.82,59.28,Medium
133,67,21,6.63,77.25,Medium
62,77,183,4.85,65.37,Medium
19,83,18,5.42,20.21,Low
121,69,61,7.56,61.69,Medium
17,73,97,7.15,56.6,High
45,13,138,5.17,55.22,Low
115,30,118,6.25,43.65,High
23,32,189,5.07,14.37,Low
95,44,136,7.92,76.6,Medium
59,138,143,4.94,69.63,Low
29,31,113,7.12,44.08,High
96,42,123,6.93,21.1,Medium
138,89,96,6.39,67.71,High
47,68,15,5.61,40.15,High
53,34,103,6.12,37.31,High
95,103,12,7.73,56.58,Low
53,135,118,7.55,63.11,Medium
83,16,191,7.46,14.4,Low
128,95,153,7.5,63.73,Low
131,34,69,5.08,61.38,Medium
60,42,97,4.9,51.24,High
47,89,156,7.95,33.69,Medium
60,64,162,7.85,21.54,Low
19,42,108,7.23,17.19,Medium
129,108,103,6.92,10.08,Low
79,33,88,5.97,24.45,High
94,116,189,5.4,38.79,Low
66,25,77,7.17,27.06,Medium
135,123,149,8.15,31.63,Low
48,64,63,6.25,37.33,High
42,144,35,5.71,31.58,High
27,117,68,5.58,60.72,Medium
66,133,52,4.59,44.42,Medium
105,62,27,6.58,11.35,Low
57,7,202,8.45,25.87,Low
51,27,162,7.76,59.68,Low
36,141,59,8.09,31.07,Low
83,87,11,6.98,74.41,High
119,59,116,6.43,59.89,High
41,114,110,8.46,30.29,Medium
35,120,102,6.29,46.15,Medium
34,66,16,8.17,56.71,Low
84,91,64,7.55,23.54,Low
32,104,56,5.82,27.23,Low
66,31,159,6.51,45.5,High
135,38,144,6.04,74.74,Medium
96,37,145,5.04,34.08,Medium
40,96,76,5.93,38.15,High
73,100,194,8.06,23.34,Low
42,99,129,7.51,51.52,Low
11,42,161,5.61,61.81,Medium
27,45,167,5.97,40.84,Medium
93,141,64,6.97,62.52,High
44,141,161,6.16,31.18,Medium
123,83,35,6.51,59.49,High
119,132,81,7.29,28.08,Low
97,26,80,6.37,64.65,High
81,20,65,5.26,68.14,Medium
134,36,6,6.58,65.84,Medium
39,42,165,5.92,25.08,Low
62,102,204,5.66,58.6,Medium
96,140,194,5.81,47.7,Medium
22,25,125,6.26,79.02,Low
49,60,63,8.05,35.31,High
98,50,44,7.44,63.99,High
77,47,181,7.17,35.91,High
51,124,36,6.39,37.78,High
103,50,42,4.51,17.77,Low
28,52,96,5.86,26.78,Medium
32,88,92,7.75,21.51,Low
63,35,145,6.05,21.14,Medium
74,75,89,6.76,10.63,High
33,12,186,5.32,65.56,Low
43,134,80,8.16,42.76,Medium
62,56,132,8.19,66.29,Medium
27,49,17,5.08,52.88,Low
66,41,43,7.4,68.19,High
121,48,27,4.8,45.26,Low
14,121,114,6.89,16.58,Low
22,42,111,5.21,53.17,Medium
92,103,96,5.08,57.44,Medium
38,128,146,4.52,53.86,Low
12,10,149,8.26,66.09,Low
99,72,28,7.82,61.2,Medium
113,105,190,4.81,40.28,Low
132,138,195,6.9,67.34,Low
85,17,38,5.43,58.43,Medium
139,34,183,5.56,18.43,Low
117,104,116,8.0,47.79,Low
91,6,142,4.96,61.0,Low
86,62,122,6.91,48.73,High
11,40,204,6.11,76.43,Medium
136,76,153,5.26,17.1,Low
35,141,169,6.31,60.56,Low
97,130,11,8.26,67.71,Low
25,81,94,7.63,59.19,Medium
82,54,17,5.03,36.99,Medium
41,36,84,7.9,36.98,High
24,102,34,8.25,51.06,Low
14,47,163,5.61,37.8,Medium
83,129,137,5.83,71.82,Medium
61,99,164,5.01,17.7,Low
86,82,20,5.88,54.74,High
119,58,154,7.19,19.39,Low
115,51,196,5.59,47.81,Medium
136,18,176,4.53,60.09,Low
16,59,44,5.85,21.59,Medium
49,67,41,6.31,59.28,High
108,23,82,6.77,19.8,Low
94,95,20,7.24,53.44,Medium
74,141,47,4.75,45.39,Medium
20,105,67,6.38,30.87,Medium
117,41,19,5.57,17.81,Low
35,111,176,8.29,61.51,Low
94,96,141,5.94,36.73,Medium
132,56,69,4.9,16.06,Low
77,32,48,4.67,64.1,High
113,40,24,5.56,26.3,Low
89,120,123,5.22,61.55,Low
62,68,202,7.1,49.54,High
115,22,116,7.89,23.62,Low
53,93,127,5.75,15.35,Low
99,82,165,6.81,51.53,High
110,94,84,7.42,11.76,Low
106,12,104,6.09,14.58,Low
18,19,10,4.77,59.16,Low
21,11,87,5.42,47.72,Low
78,21,35,8.03,32.84,Medium
37,90,70,7.8,47.75,Medium
65,122,22,4.85,51.42,Low
108,68,32,5.4,49.57,Medium
119,16,72,7.58,54.98,Low
86,60,197,6.44,75.82,High
112,105,118,7.54,37.21,Low
115,20,177,5.34,31.08,Low
118,6,62,8.31,12.69,Low
121,132,179,7.63,20.3,Low
67,96,198,5.29,17.44,Low
87,109,184,6.73,33.48,Medium
84,35,168,4.95,52.7,Medium
51,51,133,5.95,13.24,Medium
77,47,43,7.14,60.94,High
42,69,110,5.82,37.82,High
80,54,5,7.13,77.45,High
65,5,79,5.48,49.79,Medium
114,126,92,7.38,64.0,Medium
110,32,146,5.94,70.28,Medium
60,90,203,7.66,72.22,Medium
83,86,155,5.05,46.29,Medium
130,26,175,5.95,37.77,Low
14,45,154,6.36,49.24,Medium
92,80,64,6.2,38.14,High
60,93,159,6.23,26.85,Low
19,63,188,6.28,32.67,Medium
13,73,134,8.46,26.29,Low
104,127,171,5.27,28.86,Low
89,78,183,7.57,16.55,Low
45,11,114,6.71,39.85,High
34,105,23,6.15,26.47,Low
107,115,66,7.03,41.39,Medium
110,56,75,7.91,65.45,Medium
18,28,199,6.37,41.38,Low
70,30,195,7.96,76.82,Medium
62,129,115,4.88,20.35,Low
72,94,137,7.11,69.52,Medium
130,126,76,5.83,27.38,Low
114,14,82,6.05,75.38,Medium
13,21,193,6.78,25.9,Low
102,6,104,6.42,62.29,Medium
37,116,75,6.03,14.35,Low
89,31,11,5.73,54.09,High
85,75,54,6.97,25.31,High
125,122,50,6.52,56.91,Medium
78,13,76,5.79,54.51,High
107,90,80,5.32,74.66,Medium
10,27,78,7.6,53.87,Low
105,77,146,7.7,38.58,Low
26,31,77,5.36,23.55,Low
121,97,106,5.55,56.02,Medium
100,85,98,5.46,18.15,Medium
97,88,73,8.04,68.0,High
99,47,69,7.6,27.31,Medium
58,11,197,4.8,46.69,Low
47,96,189,7.83,51.72,Low
68,87,66,4.65,35.37,High
77,88,24,5.51,56.47,High
139,48,158,8.18,27.52,Low
58,44,48,7.96,12.42,Medium
135,139,199,7.63,77.15,Low
120,29,202,6.33,32.4,Low
57,63,66,5.79,59.94,High
60,107,111,8.03,45.53,Medium
52,90,129,7.13,56.83,High
107,116,49,5.68,17.77,Low
133,90,15,6.35,46.32,Medium
89,102,204,8.03,37.46,Low
120,66,166,8.11,41.63,Low
36,12,92,7.14,77.63,Medium
122,117,50,7.43,19.54,Low
95,64,116,4.66,62.83,High
123,64,85,6.92,33.12,High
133,110,36,7.26,30.33,Medium
58,6,102,4.58,28.95,Low
85,95,9,7.88,34.41,Low
64,18,195,8.21,35.0,Low
65,52,33,5.45,28.95,Medium
104,107,52,7.88,56.72,Low
53,60,20,7.16,13.34,Medium
96,16,157,6.82,33.26,Medium
93,59,76,7.87,29.61,Medium
25,114,33,5.64,62.6,Medium
46,8,184,7.66,20.25,Low
86,40,50,5.76,75.85,High
54,135,157,7.65,21.94,Low
71,5,27,6.3,35.9,Medium
109,21,166,4.97,23.98,Low
61,66,199,6.03,30.07,High
28,52,98,5.43,63.27,Medium
118,66,118,4.9,43.35,Medium
53,73,38,4.94,21.38,Medium
16,107,164,7.62,13.26,Low
126,114,121,8.03,26.09,Low
77,95,33,8.21,76.19,Medium
43,118,13,7.92,69.17,Low
78,93,198,7.82,40.81,Low
64,60,189,4.78,43.74,Medium
19,82,43,7.66,72.96,Medium
51,18,139,7.63,51.39,Low
50,29,114,5.03,71.65,Medium
131,136,73,7.15,44.43,Medium
19,36,140,6.31,24.01,Low
111,86,100,8.1,60.81,Medium
137,82,123,7.28,46.85,Medium
101,110,122,8.3,56.79,Low
122,24,22,4.92,21.01,Low
87,78,106,4.66,55.33,High
94,14,114,8.39,36.76,Medium
39,127,86,4.82,33.24,Low
58,38,181,6.04,57.0,High
18,44,109,7.1,51.46,High
78,131,20,8.02,55.44,Low
67,37,25,5.52,77.57,High
71,75,142,4.62,59.08,Medium
61,141,110,6.59,54.86,High
49,137,136,6.38,52.95,Medium
72,102,48,5.73,37.91,High
59,128,127,8.0,68.74,Low
87,47,140,7.5,36.67,High
106,118,115,7.93,59.02,Low
52,93,121,5.15,30.52,Low
45,17,130,7.27,20.34,Low
131,132,187,8.4,19.08,Low
117,143,23,6.95,54.42,Low
19,56,68,5.19,32.96,Medium
104,21,44,8.48,29.25,Low
15,17,55,6.61,51.44,Medium
66,88,141,7.86,11.8,Low
138,101,162,5.1,27.24,Low
80,110,60,7.16,33.84,High
30,100,85,8.15,59.59,Low
101,12,176,6.63,48.15,Low
136,60,191,5.65,69.92,Medium
89,108,147,5.01,33.42,Low
65,87,200,5.68,30.75,High
125,48,74,5.92,12.32,Medium
34,107,132,7.34,76.62,Low
14,116,130,5.21,45.1,Low
129,46,65,4.92,45.18,Medium
30,34,84,6.05,74.64,High
27,30,125,6.33,30.29,Medium
66,129,105,7.01,33.25,High
102,23,155,7.33,55.94,Low
28,57,81,8.06,64.96,Medium
137,89,179,5.66,58.95,Medium
106,21,149,6.61,65.21,Low
30,108,189,5.96,50.26,Low
49,109,130,4.51,70.4,Low
76,108,186,6.82,48.51,Medium
136,128,184,7.76,26.05,Low
64,85,26,4.65,47.92,Medium
118,41,87,4.51,59.91,Medium
107,125,171,7.41,55.75,Low
121,74,145,7.24,27.01,Low
124,134,82,6.12,12.88,Low
126,63,99,7.15,27.67,Medium
96,122,113,8.31,78.88,Medium
90,137,198,5.49,22.91,Low
75,41,114,5.48,42.51,High
28,35,56,5.24,54.68,Medium
127,103,107,7.4,71.56,Medium
51,98,105,5.91,63.22,High
51,10,146,8.45,73.63,Low
68,19,67,7.36,52.31,High
29,20,203,5.97,70.57,Low
82,24,32,5.1,28.47,Low
26,81,50,6.87,40.14,High
36,48,32,5.68,69.06,High
11,50,6,8.12,32.79,Low
72,99,131,6.27,70.99,Medium
71,68,21,5.67,35.42,High
109,135,63,6.85,35.44,Medium
28,13,184,5.05,31.63,Low
26,46,136,6.75,48.29,Medium
78,77,81,4.72,19.03,Medium
126,88,135,6.93,12.56,Low
90,63,119,6.62,72.82,High
48,25,169,6.58,75.03,Medium
45,67,101,7.24,15.33,High
38,77,109,4.68,48.48,Medium
60,65,28,6.34,47.78,High
23,68,204,6.28,36.07,Medium
78,73,39,6.34,49.82,High
66,133,6,8.42,42.07,Low
21,110,37,5.06,44.27,Low
26,69,80,7.26,62.87,High
39,126,90,6.11,46.82,Medium
97,66,142,6.55,32.66,High
108,107,85,7.55,50.7,Low
32,64,66,5.13,54.85,Medium
138,50,47,7.55,56.36,Medium
88,9,201,4.78,53.28,Low
41,117,125,6.43,56.52,Medium
18,74,63,7.47,31.71,High
24,15,13,5.27,41.23,Low
36,142,81,7.58,56.81,Low
118,102,192,5.17,62.81,Low
85,35,67,7.7,40.39,High
74,16,56,6.38,35.57,High
118,112,27,7.24,60.11,Low
138,84,34,8.17,25.55,Low
19,71,175,6.13,10.66,Low
56,56,200,5.43,42.98,Medium
132,137,25,7.97,22.14,Low
68,143,47,5.15,36.48,Medium
105,29,139,7.03,30.39,Low
112,39,20,8.19,64.41,Low
133,26,27,7.2,33.2,Low
95,100,190,5.28,54.85,Low
121,121,91,5.11,57.17,Low
36,24,35,5.51,41.95,Medium
27,110,125,6.07,15.68,Low
91,8,73,5.14,59.03,Medium
81,22,138,7.69,15.26,Low
63,55,119,5.93,16.94,High
80,24,197,8.24,23.72,Low
47,126,63,7.87,29.63,Low
44,141,160,8.14,69.25,Low
91,84,150,5.68,57.24,High
13,106,81,6.79,37.1,Medium
32,29,142,5.79,78.5,Low
57,63,11,5.53,27.05,Medium
134,49,41,6.93,52.69,High
64,45,177,7.77,69.3,Medium
77,42,90,4.87,66.14,High
97,121,20,5.6,16.32,Low
10,23,120,5.32,58.81,Low
104,18,122,7.69,28.05,Low
115,131,18,8.23,34.9,Low
117,7,143,4.82,44.23,Low
51,41,91,6.02,65.35,High
111,121,166,8.16,21.63,Low
133,20,192,5.88,17.6,Low
112,13,108,7.35,20.74,Low
83,11,145,4.9,25.28,Low
117,138,171,6.28,14.17,Low
131,19,48,6.51,74.84,Medium
26,76,32,7.53,32.34,Medium
80,108,172,5.66,22.39,Low
71,133,20,5.56,54.65,Medium
50,100,54,5.71,65.09,High
128,126,119,6.72,62.73,Medium
54,119,160,8.0,60.31,Low
67,84,72,7.82,13.54,Medium
135,11,96,4.73,64.75,Low
53,139,125,8.02,45.13,Low
24,54,192,4.88,55.44,Low
87,134,144,6.16,76.95,Medium
79,51,20,7.56,66.75,Medium
110,18,57,4.83,67.78,Low
12,35,186,4.66,22.7,Low
95,54,53,5.82,43.35,High
83,45,168,7.42,76.45,High
60,18,66,6.59,50.79,High
76,137,88,6.17,17.18,Medium
85,9,158,7.75,61.23,Low
102,9,60,7.57,13.0,Low
16,117,124,7.64,61.96,Low
22,122,94,6.34,71.58,Medium
129,100,154,4.58,39.77,Low
75,40,124,5.19,38.95,Medium
13,83,77,7.47,31.29,High
97,23,73,7.51,71.39,Medium
26,26,181,8.39,48.34,Low
61,60,102,5.26,50.55,High
78,21,6,4.99,56.32,Low
30,21,57,5.06,31.02,Low
33,82,123,5.24,40.3,Low
13,60,11,6.61,61.91,Medium
12,84,152,8.4,78.98,Low
77,54,162,6.86,12.4,Medium
110,62,79,6.59,12.99,Medium
63,22,99,7.19,39.97,High
44,139,199,4.8,56.17,Low
65,80,191,7.76,37.05,Medium
117,14,198,7.09,79.97,Low
49,73,7,5.18,23.68,Low
77,89,188,7.02,10.55,Medium
55,135,83,6.88,23.31,Medium
87,87,21,4.76,72.08,Medium
15,113,116,5.57,20.16,Low
26,48,56,6.06,43.53,High
108,136,11,5.48,39.35,Low
90,22,116,5.47,56.6,Medium
11,97,137,6.79,13.82,Low
86,42,58,6.38,56.11,High
75,55,65,7.17,34.83,High
61,23,113,8.33,74.82,Medium
101,124,20,7.14,69.42,Low
31,72,199,6.83,37.97,Medium
120,70,191,7.89,79.5,Low
116,102,51,7.03,13.64,Low
76,92,52,5.16,65.2,Medium
78,37,125,5.76,40.37,High
93,109,68,7.43,40.33,High
112,78,54,7.45,21.91,Medium
48,86,45,8.45,46.04,High
22,23,204,7.01,15.93,Low
50,75,26,8.1,53.16,Medium
66,61,119,4.72,26.91,Medium
21,83,186,6.76,60.74,Medium
22,46,9,8.18,52.52,Low
129,120,149,5.65,62.25,Low
106,8,105,5.12,62.48,Low
66,8,82,5.9,23.77,Medium
49,9,45,7.67,10.05,Low
127,45,96,4.84,35.6,Medium
89,112,167,6.9,74.33,Medium
137,91,172,5.04,50.45,Low
44,108,26,6.24,60.93,Medium
12,121,180,8.36,71.57,Low
129,105,57,5.28,73.42,Low
14,79,97,4.64,47.03,Medium
20,79,14,6.21,47.87,Medium
135,17,150,6.81,69.57,Low
80,29,53,5.69,66.52,High
126,119,75,6.67,58.92,Medium
115,86,162,8.31,52.31,Low
125,14,23,5.75,53.21,Low
76,54,59,5.74,35.4,High
40,19,192,6.43,68.86,Medium
84,20,204,6.56,53.24,Medium
80,6,25,4.51,25.65,Low
75,34,30,6.96,26.79,High
79,86,32,8.49,70.31,High
50,35,171,5.67,53.8,High
29,81,165,7.02,37.91,Medium
48,118,44,4.52,23.1,Low
54,39,33,6.92,52.72,High
79,27,24,6.29,22.9,Low
134,110,24,6.62,42.91,Low
100,101,78,6.68,57.43,High
79,119,144,5.21,49.58,Low
139,104,124,7.58,74.55,Low
93,59,101,6.72,12.78,High
98,12,124,5.58,29.59,Low
88,63,29,8.25,14.0,Low
122,132,157,4.55,23.62,Low
102,36,8,7.4,18.68,Low
81,97,8,6.02,61.29,Medium
58,11,141,6.59,35.86,Medium
61,6,147,5.67,74.75,Medium
42,89,30,5.79,11.64,High
31,138,83,4.56,55.7,Low
123,110,94,7.42,77.94,Medium
27,40,75,7.34,22.31,Medium
127,49,164,7.12,40.97,Medium
126,46,80,8.01,59.13,Medium
46,57,103,8.11,54.32,High
73,114,184,6.73,49.62,Medium
88,13,131,7.24,32.87,Medium
132,91,36,4.54,60.97,Low
53,118,13,7.89,55.73,Low
91,79,82,7.77,21.4,Medium
96,134,17,4.58,77.49,Low
25,15,188,6.67,48.9,Low
63,54,128,8.13,46.78,Medium
111,126,176,5.23,69.38,Low
107,79,100,5.91,54.83,High
11,35,87,5.82,15.21,Medium
103,96,162,5.92,45.46,Low
68,96,148,4.67,64.64,Low
78,79,144,5.62,59.0,High
128,96,198,5.68,77.95,Low
101,133,22,7.96,11.74,Low
54,46,145,5.91,28.29,Medium
33,114,97,6.29,48.44,Medium
100,22,28,6.02,53.36,Medium
103,81,106,4.98,29.2,Low
67,137,144,8.46,67.88,Low
137,24,64,7.8,21.5,Low
16,131,64,6.66,10.06,Low
56,79,104,6.41,76.67,High
62,66,5,7.1,37.41,High
47,36,47,5.81,77.02,High
62,32,59,4.7,29.46,Medium
57,78,172,6.12,14.44,Medium
104,85,196,8.44,64.08,Low
73,26,38,5.23,68.51,Medium
102,100,38,6.61,44.45,Medium
134,126,180,4.53,15.17,Low
48,127,165,4.99,55.79,Low
13,56,200,6.85,22.75,Low
135,82,162,5.69,69.46,Medium
12,74,114,8.12,29.18,Low
73,141,88,6.12,69.34,High
38,25,94,5.33,39.88,Low
125,68,83,6.68,51.75,High
20,80,75,7.68,65.27,Medium
106,65,75,4.58,12.83,Low
111,99,118,6.52,67.48,Medium
30,44,33,7.59,19.71,Low
48,8,155,4.91,35.09,Low
111,35,166,8.11,43.09,Low
55,73,147,5.56,72.68,High
75,74,101,5.18,11.57,Medium
100,9,57,6.86,49.14,High
120,119,149,5.2,54.98,Low
91,95,68,7.22,32.16,High
132,12,65,6.46,30.33,Medium
108,13,189,4.94,44.33,Low
44,19,112,8.15,23.1,Low
112,109,41,7.19,42.77,Medium
138,11,139,6.68,63.55,Low
34,76,12,6.0,69.18,Medium
52,119,82,5.04,36.96,Medium
93,19,72,7.33,53.21,High
60,87,25,7.75,10.0,Low
139,43,193,5.0,48.52,Low
135,138,98,6.48,78.27,Medium
78,61,79,6.44,31.86,High
18,96,161,5.9,51.63,Low
11,85,157,7.66,63.36,Low
19,131,190,4.9,52.63,Low
123,79,146,5.32,39.29,Low
85,83,82,4.51,20.68,Medium
94,14,70,5.99,42.46,High
58,111,186,5.66,30.63,Medium
79,91,199,7.97,58.71,Low
99,71,162,7.48,40.93,High
35,66,150,4.84,69.49,Low
81,135,58,7.46,23.53,Medium
14,111,104,7.2,39.24,Medium
24,97,25,5.63,49.03,Low
132,90,57,4.56,18.82,Low
10,125,87,4.96,51.15,Low
12,83,148,5.5,30.36,Medium
56,14,160,7.77,26.07,Low
104,33,8,6.36,19.93,Low
22,100,59,8.17,34.49,Low
129,14,19,7.66,75.03,Low
64,17,68,5.65,12.17,Medium
75,51,197,7.88,69.65,Medium
99,54,116,4.97,37.82,High
71,136,148,4.64,49.31,Low
111,120,122,6.93,45.9,Low
17,117,24,5.87,74.8,Low
106,89,68,5.82,63.91,High
126,57,37,7.25,78.94,High
73,134,85,7.9,65.61,Medium
30,72,201,5.79,30.71,Medium
124,83,130,5.8,77.4,Medium
94,61,73,6.64,78.85,High
29,101,190,7.11,18.62,Low
17,139,171,5.31,73.07,Low
67,67,168,8.15,56.49,Medium
55,69,98,7.12,74.54,High
40,43,72,7.0,74.1,High
102,113,91,8.12,72.4,Low
18,30,25,8.13,71.97,Low
24,16,67,5.04,18.24,Low
103,81,89,5.08,20.05,Low
38,90,138,7.55,18.24,Low
89,34,28,8.33,16.37,Low
45,56,115,7.17,34.73,High
93,67,185,6.15,57.88,High
118,124,99,7.23,34.83,Medium
127,109,87,5.42,60.42,Low
46,43,106,8.49,67.42,High
95,45,82,6.22,56.64,High
80,125,182,8.23,42.56,Low
102,112,128,6.22,30.69,Low
89,69,144,8.21,18.71,Low
